Question,Answer,Answer choices,Start timestamp,End timestamp,Known start timestamp,Known end timestamp,Question type
Is Matt Vierling a member of Detroit Tigers?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-10-01T00:00:00Z,,member of sports team
Is Matt Vierling a member of Detroit Tigers?,no,,,2023-01-01T00:00:00Z,,2023-10-01T00:00:00Z,member of sports team
What sports team is Bryce Brown a member of?,Beşiktaş men's basketball team,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-07-28T00:00:00Z,2023-07-03T00:00:00Z,member of sports team
Is Bryce Brown a member of Beşiktaş men's basketball team?,yes,,2022-01-01T00:00:00Z,2022-01-01T00:00:00Z,2022-07-28T00:00:00Z,2023-07-03T00:00:00Z,member of sports team
Is Bryce Brown a member of Beşiktaş men's basketball team?,no,,2022-01-01T00:00:00Z,,2023-07-03 00:00:00,,member of sports team
What sports team is Alex Pattison a member of?,Harrogate Town A.F.C.,,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-07-01T00:00:00Z,2023-07-01T00:00:00Z,member of sports team
Is Alex Pattison a member of Harrogate Town A.F.C.?,yes,,2021-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-07-01T00:00:00Z,2023-07-01T00:00:00Z,member of sports team
Is Alex Pattison a member of Harrogate Town A.F.C.?,no,,2023-01-01T00:00:00Z,,2023-07-01 00:00:00,,member of sports team
What sports team is Ciaran Clark a member of?,Sheffield United F.C.,,2022-07-01T00:00:00Z,2023-06-01T00:00:00Z,2022-08-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Ciaran Clark a member of Sheffield United F.C.?,yes,,2022-07-01T00:00:00Z,2023-06-01T00:00:00Z,2022-08-01T00:00:00Z,2023-10-01T00:00:00Z,member of sports team
Is Ciaran Clark a member of Sheffield United F.C.?,no,,2023-06-01T00:00:00Z,,2023-10-01 00:00:00,,member of sports team
What sports team is James McClean a member of?,Wigan Athletic F.C.,,2021-08-01T00:00:00Z,2023-08-01T00:00:00Z,2023-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is James McClean a member of Wigan Athletic F.C.?,yes,,2021-08-01T00:00:00Z,2023-08-01T00:00:00Z,2023-06-01T00:00:00Z,2024-03-01T00:00:00Z,member of sports team
Is James McClean a member of Wigan Athletic F.C.?,no,,2023-08-01T00:00:00Z,,2024-03-01 00:00:00,,member of sports team
What sports team is Miles Scotson a member of?,Groupama-FDJ,,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-05-01T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Miles Scotson a member of Groupama-FDJ?,yes,,2019-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-05-01T00:00:00Z,2024-01-01T00:00:00Z,member of sports team
Is Miles Scotson a member of Groupama-FDJ?,no,,2023-01-01T00:00:00Z,,2024-01-01 00:00:00,,member of sports team
What sports team is Dane Scarlett a member of?,Ipswich Town F.C.,,2023-08-31T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Dane Scarlett a member of Ipswich Town F.C.?,yes,,2023-08-31T00:00:00Z,2024-04-30T10:30:37Z,2023-09-01T00:00:00Z,,member of sports team
Is Dane Scarlett a member of Ipswich Town F.C.?,no,,,2023-08-31T00:00:00Z,,2023-09-01T00:00:00Z,member of sports team
What sports team is Havana Solaun a member of?,North Carolina Courage,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-01-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Havana Solaun a member of North Carolina Courage?,yes,,2020-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-01-01T00:00:00Z,2023-08-01T00:00:00Z,member of sports team
Is Havana Solaun a member of North Carolina Courage?,no,,2022-01-01T00:00:00Z,,2023-08-01 00:00:00,,member of sports team
What sports team is Dane Scarlett a member of?,Portsmouth F.C.,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-08-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Dane Scarlett a member of Portsmouth F.C.?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2022-08-01T00:00:00Z,2023-09-01T00:00:00Z,member of sports team
Is Dane Scarlett a member of Portsmouth F.C.?,no,,2023-01-01T00:00:00Z,,2023-09-01 00:00:00,,member of sports team
What sports team is Alex Pattison a member of?,Bradford City A.F.C.,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Alex Pattison a member of Bradford City A.F.C.?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:30:37Z,2023-07-01T00:00:00Z,,member of sports team
Is Alex Pattison a member of Bradford City A.F.C.?,no,,,2023-01-01T00:00:00Z,,2023-07-01T00:00:00Z,member of sports team
What sports team is Gareth Bale a member of?,Los Angeles FC,,2022-07-01T00:00:00Z,2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,,member of sports team
Is Gareth Bale a member of Los Angeles FC?,yes,,2022-07-01T00:00:00Z,2022-12-01T00:00:00Z,2022-11-01T00:00:00Z,,member of sports team
Is Gareth Bale a member of Los Angeles FC?,no,,,2022-07-01T00:00:00Z,,2022-11-01T00:00:00Z,member of sports team
What sports team is Miles Scotson a member of?,Arkéa-B&B Hotels,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Miles Scotson a member of Arkéa-B&B Hotels?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:30:37Z,2024-01-01T00:00:00Z,,member of sports team
Is Miles Scotson a member of Arkéa-B&B Hotels?,no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,member of sports team
What sports team is Brandon Aubrey a member of?,Birmingham Stallions,,2022-01-01T00:00:00Z,2023-07-03T00:00:00Z,2022-06-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Brandon Aubrey a member of Birmingham Stallions?,yes,,2022-01-01T00:00:00Z,2023-07-03T00:00:00Z,2022-06-01T00:00:00Z,2023-12-01T00:00:00Z,member of sports team
Is Brandon Aubrey a member of Birmingham Stallions?,no,,2023-07-03T00:00:00Z,,2023-12-01 00:00:00,,member of sports team
"Where does Catherine, Princess of Wales reside?",Kensington Palace,,2012-01-01T00:00:00Z,2022-01-01T00:00:00Z,2011-07-19T00:00:00Z,2022-08-22T00:00:00Z,residence
"Does Catherine, Princess of Wales reside in Kensington Palace?",yes,,2012-01-01T00:00:00Z,2022-01-01T00:00:00Z,2011-07-19T00:00:00Z,2022-08-22T00:00:00Z,residence
"Does Catherine, Princess of Wales reside in Kensington Palace?",no,,2022-01-01T00:00:00Z,,2022-08-22 00:00:00,,residence
"Where does Catherine, Princess of Wales reside?",Adelaide Cottage,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-08-22T00:00:00Z,,residence
"Does Catherine, Princess of Wales reside in Adelaide Cottage?",yes,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-08-22T00:00:00Z,,residence
"Does Catherine, Princess of Wales reside in Adelaide Cottage?",no,,,2022-01-01T00:00:00Z,,2022-08-22T00:00:00Z,residence
Where does Vanessa Hudgens reside?,Los Feliz,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2018-12-05T00:00:00Z,2022-07-22T00:00:00Z,residence
Does Vanessa Hudgens reside in Los Feliz?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2018-12-05T00:00:00Z,2022-07-22T00:00:00Z,residence
Does Vanessa Hudgens reside in Los Feliz?,no,,2022-01-01T00:00:00Z,,2022-07-22 00:00:00,,residence
Where does Vanessa Hudgens reside?,Studio City,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-07-22T00:00:00Z,,residence
Does Vanessa Hudgens reside in Studio City?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-07-22T00:00:00Z,,residence
Does Vanessa Hudgens reside in Studio City?,no,,,2022-01-01T00:00:00Z,,2022-07-22T00:00:00Z,residence
Where does Megan Fox reside?,Encino,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-05-01T00:00:00Z,,residence
Does Megan Fox reside in Encino?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-05-01T00:00:00Z,,residence
Does Megan Fox reside in Encino?,no,,,2022-01-01T00:00:00Z,,2022-05-01T00:00:00Z,residence
Where does Megan Fox reside?,Sherman Oaks,,2012-01-01T00:00:00Z,2022-01-01T00:00:00Z,2016-02-01T00:00:00Z,2022-05-01T00:00:00Z,residence
Does Megan Fox reside in Sherman Oaks?,yes,,2012-01-01T00:00:00Z,2022-01-01T00:00:00Z,2016-02-01T00:00:00Z,2022-05-01T00:00:00Z,residence
Does Megan Fox reside in Sherman Oaks?,no,,2022-01-01T00:00:00Z,,2022-05-01 00:00:00,,residence
Where does Amy Rule reside?,Chicago,,2011-01-01T00:00:00Z,2022-01-01T00:00:00Z,2015-03-15T00:00:00Z,2022-02-01T00:00:00Z,residence
Does Amy Rule reside in Chicago?,yes,,2011-01-01T00:00:00Z,2022-01-01T00:00:00Z,2015-03-15T00:00:00Z,2022-02-01T00:00:00Z,residence
Does Amy Rule reside in Chicago?,no,,2022-01-01T00:00:00Z,,2022-02-01 00:00:00,,residence
Where does Amy Rule reside?,Tokyo,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-02-01T00:00:00Z,,residence
Does Amy Rule reside in Tokyo?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-02-01T00:00:00Z,,residence
Does Amy Rule reside in Tokyo?,no,,,2022-01-01T00:00:00Z,,2022-02-01T00:00:00Z,residence
Who is the employer of Christopher Sembroski?,Lockheed Martin,,2021-03-01T00:00:00Z,2022-04-01T00:00:00Z,2021-03-30T00:00:00Z,2022-07-18T00:00:00Z,employer
Is Christopher Sembroski an employee of Lockheed Martin?,yes,,2021-03-01T00:00:00Z,2022-04-01T00:00:00Z,2021-03-30T00:00:00Z,2022-07-18T00:00:00Z,employer
Is Christopher Sembroski an employee of Lockheed Martin?,no,,2022-04-01T00:00:00Z,,2022-07-18 00:00:00,,employer
Who is the employer of Christopher Sembroski?,Blue Origin,,2022-07-01T00:00:00Z,2024-04-30T10:35:07Z,2022-07-18T00:00:00Z,,employer
Is Christopher Sembroski an employee of Blue Origin?,yes,,2022-07-01T00:00:00Z,2024-04-30T10:35:07Z,2022-07-18T00:00:00Z,,employer
Is Christopher Sembroski an employee of Blue Origin?,no,,,2022-07-01T00:00:00Z,,2022-07-18T00:00:00Z,employer
Who is the employer of Randy Clarke?,Capital Metropolitan Transportation Authority,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2018-01-29T00:00:00Z,2022-05-01T00:00:00Z,employer
Is Randy Clarke an employee of Capital Metropolitan Transportation Authority?,yes,,2018-01-01T00:00:00Z,2022-01-01T00:00:00Z,2018-01-29T00:00:00Z,2022-05-01T00:00:00Z,employer
Is Randy Clarke an employee of Capital Metropolitan Transportation Authority?,no,,2022-01-01T00:00:00Z,,2022-05-01 00:00:00,,employer
Who is the employer of Danielle Marmer?,Boston Bruins,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-02-27T00:00:00Z,2023-12-24T00:00:00Z,employer
Is Danielle Marmer an employee of Boston Bruins?,yes,,2022-01-01T00:00:00Z,2023-01-01T00:00:00Z,2023-02-27T00:00:00Z,2023-12-24T00:00:00Z,employer
Is Danielle Marmer an employee of Boston Bruins?,no,,2023-01-01T00:00:00Z,,2023-12-24 00:00:00,,employer
Who is the employer of Danielle Marmer?,PWHL Boston,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-12-24T00:00:00Z,,employer
Is Danielle Marmer an employee of PWHL Boston?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-12-24T00:00:00Z,,employer
Is Danielle Marmer an employee of PWHL Boston?,no,,,2023-01-01T00:00:00Z,,2023-12-24T00:00:00Z,employer
Who is the employer of Jordan Schwartz?,Inter-American Development Bank,,2023-06-01T00:00:00Z,2024-04-30T10:35:07Z,2023-07-21T00:00:00Z,,employer
Is Jordan Schwartz an employee of Inter-American Development Bank?,yes,,2023-06-01T00:00:00Z,2024-04-30T10:35:07Z,2023-07-21T00:00:00Z,,employer
Is Jordan Schwartz an employee of Inter-American Development Bank?,no,,,2023-06-01T00:00:00Z,,2023-07-21T00:00:00Z,employer
Who is the employer of Sharla McBride?,WUSA,,2020-03-01T00:00:00Z,2023-10-01T00:00:00Z,2023-07-31T00:00:00Z,2023-10-26T00:00:00Z,employer
Is Sharla McBride an employee of WUSA?,yes,,2020-03-01T00:00:00Z,2023-10-01T00:00:00Z,2023-07-31T00:00:00Z,2023-10-26T00:00:00Z,employer
Is Sharla McBride an employee of WUSA?,no,,2023-10-01T00:00:00Z,,2023-10-26 00:00:00,,employer
Who is the employer of Sharla McBride?,Newsmax TV,,2023-10-01T00:00:00Z,2024-04-30T10:35:07Z,2023-10-26T00:00:00Z,,employer
Is Sharla McBride an employee of Newsmax TV?,yes,,2023-10-01T00:00:00Z,2024-04-30T10:35:07Z,2023-10-26T00:00:00Z,,employer
Is Sharla McBride an employee of Newsmax TV?,no,,,2023-10-01T00:00:00Z,,2023-10-26T00:00:00Z,employer
Who is the employer of Deep Saini?,Dalhousie University,,2020-01-01T00:00:00Z,2022-12-01T00:00:00Z,2019-05-16T00:00:00Z,2022-11-14T00:00:00Z,employer
Is Deep Saini an employee of Dalhousie University?,yes,,2020-01-01T00:00:00Z,2022-12-01T00:00:00Z,2019-05-16T00:00:00Z,2022-11-14T00:00:00Z,employer
Is Deep Saini an employee of Dalhousie University?,no,,2022-12-01T00:00:00Z,,2022-11-14 00:00:00,,employer
Who is the employer of Deep Saini?,McGill University,,2023-03-31T00:00:00Z,2024-04-30T10:35:07Z,2022-11-14T00:00:00Z,,employer
Is Deep Saini an employee of McGill University?,yes,,2023-03-31T00:00:00Z,2024-04-30T10:35:07Z,2022-11-14T00:00:00Z,,employer
Is Deep Saini an employee of McGill University?,no,,,2023-03-31T00:00:00Z,,2022-11-14T00:00:00Z,employer
Who is the employer of Pat Fry?,Williams Racing,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-07-28T00:00:00Z,,employer
Is Pat Fry an employee of Williams Racing?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-07-28T00:00:00Z,,employer
Is Pat Fry an employee of Williams Racing?,no,,,2023-01-01T00:00:00Z,,2023-07-28T00:00:00Z,employer
Who is the employer of Zachary Bleemer?,Harvard University,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-09-21T00:00:00Z,2023-06-27T00:00:00Z,employer
Is Zachary Bleemer an employee of Harvard University?,yes,,2021-01-01T00:00:00Z,2022-01-01T00:00:00Z,2021-09-21T00:00:00Z,2023-06-27T00:00:00Z,employer
Is Zachary Bleemer an employee of Harvard University?,no,,2022-01-01T00:00:00Z,,2023-06-27 00:00:00,,employer
Who is the employer of Zachary Bleemer?,Princeton University,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-06-27T00:00:00Z,,employer
Is Zachary Bleemer an employee of Princeton University?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-06-27T00:00:00Z,,employer
Is Zachary Bleemer an employee of Princeton University?,no,,,2023-01-01T00:00:00Z,,2023-06-27T00:00:00Z,employer
Who is the employer of Haider Ala Hamoudi?,University of Cincinnati College of Law,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-05-26T00:00:00Z,,employer
Is Haider Ala Hamoudi an employee of University of Cincinnati College of Law?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-05-26T00:00:00Z,,employer
Is Haider Ala Hamoudi an employee of University of Cincinnati College of Law?,no,,,2023-01-01T00:00:00Z,,2023-05-26T00:00:00Z,employer
Who is the employer of Carmen Small?,EF Education-Cannondale,,2024-01-01T00:00:00Z,2024-04-30T10:35:07Z,2024-04-01T00:00:00Z,,employer
Is Carmen Small an employee of EF Education-Cannondale?,yes,,2024-01-01T00:00:00Z,2024-04-30T10:35:07Z,2024-04-01T00:00:00Z,,employer
Is Carmen Small an employee of EF Education-Cannondale?,no,,,2024-01-01T00:00:00Z,,2024-04-01T00:00:00Z,employer
Who is the employer of Pamela A. Smith?,Metropolitan Police Department of the District of Columbia,,2022-05-01T00:00:00Z,2024-04-30T10:35:07Z,2023-09-01T00:00:00Z,,employer
Is Pamela A. Smith an employee of Metropolitan Police Department of the District of Columbia?,yes,,2022-05-01T00:00:00Z,2024-04-30T10:35:07Z,2023-09-01T00:00:00Z,,employer
Is Pamela A. Smith an employee of Metropolitan Police Department of the District of Columbia?,no,,,2022-05-01T00:00:00Z,,2023-09-01T00:00:00Z,employer
Who is the employer of Arthur Sakamoto?,Texas A&M University,,2013-01-01T00:00:00Z,2022-01-01T00:00:00Z,2017-12-01T00:00:00Z,2023-02-16T00:00:00Z,employer
Is Arthur Sakamoto an employee of Texas A&M University?,yes,,2013-01-01T00:00:00Z,2022-01-01T00:00:00Z,2017-12-01T00:00:00Z,2023-02-16T00:00:00Z,employer
Is Arthur Sakamoto an employee of Texas A&M University?,no,,2022-01-01T00:00:00Z,,2023-02-16 00:00:00,,employer
Who is the employer of Arthur Sakamoto?,Hong Kong Baptist University,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-02-16T00:00:00Z,,employer
Is Arthur Sakamoto an employee of Hong Kong Baptist University?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-02-16T00:00:00Z,,employer
Is Arthur Sakamoto an employee of Hong Kong Baptist University?,no,,,2023-01-01T00:00:00Z,,2023-02-16T00:00:00Z,employer
Who is the employer of Scott Poteet?,Inspiration4,,2020-11-01T00:00:00Z,2022-01-01T00:00:00Z,2021-09-18T00:00:00Z,2022-03-01T00:00:00Z,employer
Is Scott Poteet an employee of Inspiration4?,yes,,2020-11-01T00:00:00Z,2022-01-01T00:00:00Z,2021-09-18T00:00:00Z,2022-03-01T00:00:00Z,employer
Is Scott Poteet an employee of Inspiration4?,no,,2022-01-01T00:00:00Z,,2022-03-01 00:00:00,,employer
Who is the employer of Scott Poteet?,Polaris Program,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-03-01T00:00:00Z,,employer
Is Scott Poteet an employee of Polaris Program?,yes,,2022-01-01T00:00:00Z,2024-04-30T10:35:07Z,2022-03-01T00:00:00Z,,employer
Is Scott Poteet an employee of Polaris Program?,no,,,2022-01-01T00:00:00Z,,2022-03-01T00:00:00Z,employer
Who is the employer of Yalda Hakim?,BBC,,2012-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-09-01T00:00:00Z,2023-08-01T00:00:00Z,employer
Is Yalda Hakim an employee of BBC?,yes,,2012-01-01T00:00:00Z,2023-01-01T00:00:00Z,2021-09-01T00:00:00Z,2023-08-01T00:00:00Z,employer
Is Yalda Hakim an employee of BBC?,no,,2023-01-01T00:00:00Z,,2023-08-01 00:00:00,,employer
Who is the employer of Mercedes Varnado?,New Japan Pro-Wrestling,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-01-01T00:00:00Z,,employer
Is Mercedes Varnado an employee of New Japan Pro-Wrestling?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-01-01T00:00:00Z,,employer
Is Mercedes Varnado an employee of New Japan Pro-Wrestling?,no,,,2023-01-01T00:00:00Z,,2023-01-01T00:00:00Z,employer
Who is the employer of Yalda Hakim?,Sky News,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-08-01T00:00:00Z,,employer
Is Yalda Hakim an employee of Sky News?,yes,,2023-01-01T00:00:00Z,2024-04-30T10:35:07Z,2023-08-01T00:00:00Z,,employer
Is Yalda Hakim an employee of Sky News?,no,,,2023-01-01T00:00:00Z,,2023-08-01T00:00:00Z,employer
"Who is the employer of William J. Hochul, Jr.?",Davis Polk & Wardwell,,2024-01-01T00:00:00Z,2024-04-30T10:35:07Z,2024-01-01T00:00:00Z,,employer
"Is William J. Hochul, Jr. an employee of Davis Polk & Wardwell?",yes,,2024-01-01T00:00:00Z,2024-04-30T10:35:07Z,2024-01-01T00:00:00Z,,employer
"Is William J. Hochul, Jr. an employee of Davis Polk & Wardwell?",no,,,2024-01-01T00:00:00Z,,2024-01-01T00:00:00Z,employer
Who is the employer of Taylor Lorenz?,The New York Times,,2019-09-09T00:00:00Z,2022-01-01T00:00:00Z,2021-04-01T00:00:00Z,2022-03-01T00:00:00Z,employer
Is Taylor Lorenz an employee of The New York Times?,yes,,2019-09-09T00:00:00Z,2022-01-01T00:00:00Z,2021-04-01T00:00:00Z,2022-03-01T00:00:00Z,employer
Is Taylor Lorenz an employee of The New York Times?,no,,2022-01-01T00:00:00Z,,2022-03-01 00:00:00,,employer
Who is the employer of Maryana Iskander?,Wikimedia Foundation,,2022-01-05T00:00:00Z,2024-04-30T10:35:07Z,2024-04-01T00:00:00Z,,employer
Is Maryana Iskander an employee of Wikimedia Foundation?,yes,,2022-01-05T00:00:00Z,2024-04-30T10:35:07Z,2024-04-01T00:00:00Z,,employer
Is Maryana Iskander an employee of Wikimedia Foundation?,no,,,2022-01-05T00:00:00Z,,2024-04-01T00:00:00Z,employer
Who is the employer of Ingrid Schaffner?,Chinati Foundation,,2020-02-01T00:00:00Z,2023-01-01T00:00:00Z,2020-02-15T00:00:00Z,2023-09-06T00:00:00Z,employer
Is Ingrid Schaffner an employee of Chinati Foundation?,yes,,2020-02-01T00:00:00Z,2023-01-01T00:00:00Z,2020-02-15T00:00:00Z,2023-09-06T00:00:00Z,employer
Is Ingrid Schaffner an employee of Chinati Foundation?,no,,2023-01-01T00:00:00Z,,2023-09-06 00:00:00,,employer
Who is the employer of Taylor Lorenz?,The Washington Post,,2022-03-07T00:00:00Z,2024-04-30T10:35:07Z,2022-03-01T00:00:00Z,,employer
Is Taylor Lorenz an employee of The Washington Post?,yes,,2022-03-07T00:00:00Z,2024-04-30T10:35:07Z,2022-03-01T00:00:00Z,,employer
Is Taylor Lorenz an employee of The Washington Post?,no,,,2022-03-07T00:00:00Z,,2022-03-01T00:00:00Z,employer
Who is the employer of Katherine Henderson?,Curling Canada,,2016-04-01T00:00:00Z,2023-08-01T00:00:00Z,2023-02-01T00:00:00Z,2023-09-01T00:00:00Z,employer
Is Katherine Henderson an employee of Curling Canada?,yes,,2016-04-01T00:00:00Z,2023-08-01T00:00:00Z,2023-02-01T00:00:00Z,2023-09-01T00:00:00Z,employer
Is Katherine Henderson an employee of Curling Canada?,no,,2023-08-01T00:00:00Z,,2023-09-01 00:00:00,,employer
