subjectLabel,propertyLabel,objectLabel,startDate,endDate,selected_link,source_date,span,annotator,notes
Eric Schmitt,position held,United States senator,2023-01-03T00:00:00Z,,https://www.kshb.com/news/local-news/missouris-eric-schmitt-sworn-in-to-u-s-senate,01/2023,"Eric Schmitt was sworn into his new job Tuesday, serving as one of the state’s two senators in the U.S. Senate.",5cb89d1f4609940017b22d09,
David Eby,position held,Premier of British Columbia,2022-11-18T00:00:00Z,,https://www.cbc.ca/news/canada/british-columbia/new-bc-cabinet-2022-swearing-in-1.6677372,12/2022,"British Columbia Premier David Eby appointed a blend of new and old faces to his shuffled cabinet Wednesday, including some first-time ministers in major portfolios.",628775652a4a95dff424b930,
Shelton Fabre,position held,apostolic administrator Roman Catholic Diocese of Knoxville,2023-06-27T00:00:00Z,,https://www.osvnews.com/2023/06/27/vatican-accepts-early-resignation-of-65-year-old-bishop-stika-of-knoxville-tenn/,07/2023,"Pope Francis accepted the resignation June 27 and also appointed Archbishop Shelton J. Fabre of Louisville, Kentucky, as apostolic administrator of Knoxville until a new bishop is appointed and installed.",628781515f29a0394e23b15b,
Tony Burke,position held,Minister for the Arts,2022-05-23T00:00:00Z,,https://www.sbs.com.au/news/article/anthony-albaneses-inner-sanctum-what-you-need-to-know-about-the-prime-ministers-cabinet-picks/rul7th68m,06/2022,"Position: Minister for employment and workplace relations, Minister for arts",628781515f29a0394e23b15b,
Moe Maestas,position held,member of the State Senate of New Mexico,2022-11-16T00:00:00Z,,https://sourcenm.com/2022/11/16/maestas-appointed-to-state-senate-following-bitter-debate-and-dark-accusations/,2022-11-16,"Longtime Westside Albuquerque Rep. Antonio “Moe” Maestas will serve two years in the New Mexico Senate, an appointment that came at the end of a Bernalillo County Commission meeting punctuated with accusations of “schemes” and “conspiracy theories.”",628781515f29a0394e23b15b,
Frank Leo,position held,Roman Catholic Archbishop of Toronto,2023-02-11T00:00:00Z,,https://www.archtoronto.org/en/outreach/news/archdiocesan/pope-francis-appoints-bishop-frank-leo-as-archbishop-of-toronto/,2023-02-11,"Based on the provided article, it implies that Frank Leo is not currently the Roman Catholic Archbishop of Toronto.",62964d27c2b2866faa677493,
Grant Shapps,position held,Secretary of State for Business and Trade,2022-10-25T00:00:00Z,2023-02-07T00:00:00Z,https://www.meti.go.jp/english/press/2023/0120_005.html,02/2023,"""(3) Meeting with Rt. Hon. Grant Shapps, Secretary of State for Business, Energy and Industrial Strategy of the United Kingdom

The two ministers exchanged views on promoting partnerships between Japanese and the UK companies and on high-priority challenges regarding the G7 Trade Ministers' Meeting, which will be held in Japan this year. They also confirmed that they will strengthen economic relations between Japan and the UK and cooperate in multilateral efforts.""",62964d27c2b2866faa677493,
Jesse Norman,position held,Minister of State for Decarbonisation and Technology,2022-10-26T00:00:00Z,2023-11-13T00:00:00Z,https://bikebiz.com/jesse-norman-appointed-minister-of-state-decarbonisation-and-technology-in-dft/,11/2022,Jesse Norman has been appointed Minister of State (Decarbonisation and Technology) in the Department for Transport (DfT).,628775652a4a95dff424b930,
Lee Rowley,position held,Parliamentary Under-Secretary of State for Business and Industry,2021-09-17T00:00:00Z,2022-07-06T00:00:00Z,https://www.gov.uk/government/speeches/minister-for-industry-addresses-the-make-uk-national-manufacturing-conference,05/2022,"Manufacturing Matters speech delivered by Minister for Industry Lee
Rowley at the Make UK National Manufacturing conference dinner.",5fe1053fad8fbab3583b4ecf,
Mark Spencer,position held,Leader of the House of Commons,2022-02-08T00:00:00Z,2022-09-06T00:00:00Z,https://www.theguardian.com/politics/2022/feb/09/pm-criticised-for-making-mark-spencer-leader-of-the-commons,2023-02-11,The article does not imply that Mark Spencer is Leader of the House of Commons.,62964d27c2b2866faa677493,
Charles III of the United Kingdom,position held,monarch of Jamaica,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",628781515f29a0394e23b15b,
Rishi Sunak,position held,First Lord of the Treasury,2022-10-25T00:00:00Z,,https://metro.co.uk/2022/11/17/what-does-the-chancellor-of-the-exchequer-do-2-17755044/,11/2022,The Chancellor also holds the title Second Lord of the Treasury – a ministerial role – with the First Lord of the Treasury being the Prime Minister.,60061a88cef0ed96c3a26e58,
Trudy Harrison,position held,Parliamentary Under-Secretary of State for Transport,2021-09-16T00:00:00Z,2022-07-07T00:00:00Z,https://www.foxnews.com/transcript/the-ingraham-angle-on-jan-6,01/2022,"RUDY HARRISON, UK UNDER-SECRETARY OF STATE FOR TRANSPORT: That we can design a transport system that is fit for the future and free of fossil fuels, which moves us away from the 20th century thinking, centered around private vehicle ownership and towards greater flexibility with personal choice.",60061a88cef0ed96c3a26e58,
Trudy Harrison,position held,Minister of State for Transport,2022-07-07T00:00:00Z,2022-09-07T00:00:00Z,https://keswickreminder.co.uk/2022/07/08/keswicks-mp-named-in-boris-johnsons-cabinet/,07/2022,"A Cumbrian MP has been named as transport minister in the new Government.

Trudy Harrison, who represents Copeland, has been named as a minister of state as beleagured Prime Minister Boris Johnson fills vacant cabinet position",60061a88cef0ed96c3a26e58,
Michael H. Schill,position held,President of the University of Oregon,2015-01-01T00:00:00Z,2022-01-01T00:00:00Z,https://around.uoregon.edu/content/michael-schill-university-chicago-be-new-uo-president,05/2015,Michael Schill of the University of Chicago to be new UO president,628775652a4a95dff424b930,
Radosław Sikorski,position held,Minister of Foreign Affairs of Poland,2023-12-13T00:00:00Z,,https://www.pbs.org/newshour/show/polands-foreign-minister-discusses-the-war-in-ukraine,03/2024,"Radek Sikorski, Poland's foreign minister",5cb89d1f4609940017b22d09,
Radosław Sikorski,position held,member of the European Parliament,2019-07-02T00:00:00Z,2023-12-12T00:00:00Z,https://www.newstatesman.com/the-weekend-interview/2023/01/radek-sikorski-poland-policy-ukraine-europe,2023-01-14,The article does not imply that Radosław Sikorski is a member of the European Parliament.,62964d27c2b2866faa677493,
David W. Allvin,position held,Chief of Staff of the United States Air Force,2023-11-02T00:00:00Z,,https://www.af.mil/News/Article-Display/Article/3577960/senate-confirms-allvin-as-air-forces-23rd-chief-of-staff/,11/2023,"The U.S. Senate confirmed Gen. David W. Allvin Nov. 2 to be the 23rd Air Force chief of staff, partially breaking through a blockade on all military confirmations to install the decorated commander, strategist and pilot as the service’s highest-ranking officer and uniformed leader.",62964d27c2b2866faa677493,
Murray Watt,position held,Minister for Emergency Management and National Recovery and Resilience,2022-05-23T00:00:00Z,,https://nema.gov.au/stories/nema-established,09/2022,"Senator the Hon Murray Watt, Minister for Emergency Management, spoke about the benefits of the new agency.

“NEMA will also drive long-term resilience and preparedness, which is increasingly important in the face of longer and more intense natural disasters due to climate change,” said Minister Watt.",628781515f29a0394e23b15b,
Stephen Wright,position held,Roman Catholic Bishop of Hexham and Newcastle,2023-06-14T00:00:00Z,,https://www.cbcew.org.uk/appointment-fifteenth-bishop-hexham-newcastle/,06/2023,"Today, Wednesday 14 June 2023, His Holiness Pope Francis has appointed Rt Rev. Stephen Wright as the Fifteenth Bishop of the Diocese of Hexham and Newcastle.",62964d27c2b2866faa677493,
Chris Philp,position held,Paymaster General,2022-10-14T00:00:00Z,2022-10-25T00:00:00Z,https://www.theguardian.com/politics/2022/oct/14/liz-truss-appoints-jeremy-hunt-as-chancellor-after-sacking-kwarteng,11/2022,"A wider mini-reshuffle also resulted in Chris Philp, Kwarteng’s No 2 as chief secretary to the Treasury, being sacked from his role and moved to the Cabinet Office to become paymaster general",62964d27c2b2866faa677493,
Will Quince,position held,Parliamentary Under-Secretary of State for Children and Families,2021-09-16T00:00:00Z,2022-07-06T00:00:00Z,https://maldon.nub.news/news/local-news/maldon-teacher-receives-national-award-for-efforts-to-tackle-bullying,12/2021,"Mrs Ollett was named for the award by MP Will Quince, parliamentary under-secretary of state for children and families, who praised her for going ""above and beyond the call of duty to prevent and respond to bullying"".",5fe1053fad8fbab3583b4ecf,
Charles III of the United Kingdom,position held,monarch of Saint Vincent and the Grenadines,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"Of those 56 countries, 14 are part of the commonwealth realm; those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",660ff676747a1a7c2e89dcfa,
Charles III of the United Kingdom,position held,monarch of Belize,2022-09-08T00:00:00Z,,https://www.aljazeera.com/news/2022/9/12/which-countries-will-uks-king-charles-iii-rule-over,09/2022,"Of those 56 countries, 14 are part of the commonwealth realm; those countries still keep King Charles as their monarch.

In addition to the UK, those countries include Antigua and Barbuda, Australia, Bahamas, Belize, Canada, Grenada, Jamaica, New Zealand, Papua New Guinea, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Solomon Islands and Tuvalu.",660ff676747a1a7c2e89dcfa,
Ian Gorst,position held,Minister for Treasury and Resources,2022-07-12T00:00:00Z,,https://channeleye.media/oecd-awards-jersey-highest-rating-available-for-tax-cooperation/,11/2022,"The Minister for Treasury and Resources, Deputy Ian Gorst",660ff676747a1a7c2e89dcfa,
Robert Barron,position held,auxiliary bishop Roman Catholic Archdiocese of Los Angeles,2015-07-21T00:00:00Z,2022-06-02T00:00:00Z,https://www.dailynews.com/social-affairs/20150908/van-nuys-priest-ordained-as-auxiliary-bishop-for-archdiocese-of-los-angeles/,09/2015,"Archbishop José H. Gomez, foreground, introduces Msgr. David G. O’Connell, left, Msgr. Joseph Brennan, and Father Robert Barron, who were ordained Tuesday, Sept. 8, 2015, as auxiliary bishops of the Los Angeles Archdiocese,",660ff676747a1a7c2e89dcfa,
William S. Cogswell Jr.,position held,member of the South Carolina House of Representatives,2016-11-14T00:00:00Z,2022-11-14T00:00:00Z,https://charlestoncitypaper.com/2018/10/31/guide-to-2018-charleston-area-s-c-house-races/,2018-10-31,"S.C. Rep. William Cogswell is wrapping up his first term representing District 110, which stretches from downtown south of Calhoun Street, across the Cooper, and into Mt. Pleasant along the Wando River

Starting out on Isle of Palms City Council in 1990, Sottile went on to become mayor of the island before his election to state House of Representatives in 2008. After nearly 30 years in public office, the Republican incumbent prioritizes education and infrastructure, calling for an increase in teacher pay and school choice. According to Sottile, more competitive wages for teachers will be key to preventing the loss of talented educators to neighboring counties.",628781515f29a0394e23b15b,
Ranil Jayawardena,position held,Parliamentary Under-Secretary of State for International Trade,2020-05-05T00:00:00Z,2022-09-06T00:00:00Z,https://www.gov.uk/government/publications/department-for-international-trade-outcome-delivery-plan/dit-outcome-delivery-plan-2021-to-2022,08/2021,it is verified,62964d27c2b2866faa677493,
Grant Shapps,position held,Secretary of State for Energy Security and Net Zero,2023-02-07T00:00:00Z,2023-08-31T00:00:00Z,https://www.edie.net/grant-shapps-what-are-the-green-credentials-of-the-secretary-for-the-department-for-energy-security-net-zero/,02/2023,Grant Shapps: What are the green credentials of the secretary for the new Department for Energy Security & Net Zero?,5664823551fac700118f9968,
Grant Shapps,position held,Secretary of State for Defence,2023-08-31T00:00:00Z,,https://www.livemint.com/news/world/rishi-sunak-appoints-grant-shapps-as-new-defence-secretary-of-uk-11693489332592.html,09/2023,"Rishi Sunak appoints Grant Shapps as new defence secretary of UK
1 min read 31 Aug 2023, 07:22 PM I",5664823551fac700118f9968,
David Rutley,position held,Parliamentary Under-Secretary of State for Welfare Delivery,2021-09-17T00:00:00Z,2022-09-20T00:00:00Z,https://questions-statements.parliament.uk/written-statements/detail/2022-01-26/hlws547,2022-01-26,"My honourable Friend, the Parliamentary Under Secretary of State for Welfare Delivery(David Rutley MP) has made the following Written Statement.",5664823551fac700118f9968,
